"","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","TS%","eFG%","Total S%","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","PPS","FIC40","ORtg","DRtg","eDiff","Poss","Pace","HOB","Ast/TO","Stl/TO","FT/FGA","W's","L's","Win %","Conference","State","TER","Cluster"
"1","Gonzaga",32,39.9,87.2,32.7,62.6,0.521,8.2,22.1,0.37,13.7,19.2,0.713,9.2,31.3,40.4,18.1,6.4,5.8,11.5,15.5,0.608,0.587,160.5,28.5,77.5,55.8,55.3,13.8,8.6,13.4,1.4,76.8,117.2,89,28.2,2381.4,74.6,1.553,1.6,0.6,0.219,28,4,0.875,"WCC","WA",2.98911258997208,4
"2","South Dakota State",35,40.2,85.9,30.8,59.1,0.521,9.3,20.9,0.445,14.9,19.7,0.758,7.1,27.3,34.4,15.1,6.1,2.5,11,15.3,0.627,0.6,172.4,23.9,77.7,53.2,49,13.8,8.4,6.9,1.5,66.5,118.5,101,17.5,2535.2,72.1,1.49,1.4,0.6,0.253,30,5,0.857,"Summit","SD",2.10876650258468,4
"3","Arizona",37,40.2,84,30.2,61.3,0.492,7.8,22,0.352,15.8,21.4,0.739,11.2,29,40.2,19.6,6.7,5.7,13.4,16.7,0.587,0.556,158.3,34.3,72.4,55.3,65,15.8,9.1,13.4,1.4,72.7,113.7,92.1,21.5,2733.4,73.5,1.65,1.5,0.5,0.258,33,4,0.892,"Pac-12","AZ",2.28126674943762,4
"4","Oral Roberts",31,40.3,83.3,30.2,66.2,0.456,11.6,30.6,0.379,11.2,15.4,0.73,10.3,28.6,38.9,11.7,5.5,4.2,9.9,15.4,0.566,0.544,156.5,28.5,77.1,53.2,38.8,11.9,7.5,10.2,1.3,62.9,113.7,101.5,12.2,2271.5,72.7,1.388,1.2,0.6,0.17,19,12,0.613,"Summit","OK",1.35928267143054,4
"5","Iowa",36,40.2,83.2,29.8,64.5,0.461,9.2,25.3,0.363,14.5,19.4,0.749,11.2,24.5,35.7,16,7.3,4.3,9.2,16.2,0.564,0.533,157.3,31.4,70.5,50.7,53.9,11.1,10.3,11.3,1.3,67.2,116.5,99.7,16.8,2569.9,71.1,1.539,1.7,0.8,0.225,26,10,0.722,"Big Ten","IA",1.76376600887881,4
"6","UAB",35,40.4,80.3,29.6,63.2,0.468,7.9,20.9,0.377,13.3,18,0.739,11.4,25.5,37,13,9.6,4.1,11.5,16.5,0.56,0.53,158.4,33.1,73.1,53.2,43.9,13.8,13.3,11.5,1.3,63.1,111.7,92.8,18.9,2516.8,71.3,1.439,1.1,0.8,0.21,27,8,0.771,"C-USA","AL",2.19204248382402,4
"7","Bowling Green",31,40.3,80.3,28.4,65.3,0.435,8.2,24.2,0.34,15.2,20.5,0.739,11.5,25.7,37.2,12.6,7.3,3.4,12.3,17.7,0.535,0.498,151.4,30.5,71.2,50.4,44.3,14.1,9.7,9.4,1.2,56.1,106.3,106.6,-0.3,2341.6,75,1.443,1,0.6,0.233,13,18,0.419,"MAC","OH",0.151780943459986,2
"8","Duke",39,40,80.1,29.7,60.4,0.491,7.9,21.6,0.366,12.8,17.3,0.738,9.9,26.8,36.7,16.5,6.4,5.6,10.3,13.6,0.583,0.557,159.5,31,71.5,52.9,55.4,13,9.3,13.4,1.3,69.6,116.1,98.3,17.8,2689.7,68.9,1.554,1.6,0.6,0.211,32,7,0.821,"ACC","NC",2.21583562132099,4
"9","Buffalo",30,40,79.9,29.7,65.2,0.455,8.5,24.9,0.342,12,17,0.709,13.7,27.7,41.4,15,7.1,4.6,13.2,17.1,0.545,0.52,150.6,37.1,73.4,55.4,50.6,15.3,9.7,10.8,1.2,64.2,109.4,98.9,10.5,2192.9,73.2,1.506,1.1,0.5,0.184,19,11,0.633,"MAC","NY",1.43661036829565,4
"10","Toledo",34,40,79.9,29.9,62.4,0.479,6.9,19.5,0.354,13.2,17.5,0.754,10.3,28.7,39,15.3,5.6,2.8,10.2,15.1,0.565,0.535,158.7,30.2,73.4,53.3,51.1,12.6,7.9,7.5,1.3,64.2,113.2,97.2,16,2401,70.6,1.511,1.5,0.5,0.211,26,8,0.765,"MAC","OH",1.71023144951065,4
"11","Princeton",30,40.5,79.8,30.3,62.2,0.488,10.9,28.2,0.387,8.3,12.9,0.639,8.3,26.1,34.4,15.5,6.2,1.8,10.1,14,0.584,0.575,151.3,24.7,77.4,51.1,51,12.9,8.9,4.4,1.3,61.8,113.9,100,13.9,2102.7,69.2,1.51,1.5,0.6,0.133,23,7,0.767,"Ivy","NJ",1.10350644333825,4
"12","St. John's",32,40.3,79.6,30.3,66.8,0.453,7.3,21.6,0.335,11.8,17.4,0.677,11.2,25.3,36.5,18.8,8.8,5.5,11.9,17.9,0.53,0.508,146.6,29.9,69.2,49.3,61.9,13.7,11.8,14.5,1.2,64.9,105.5,98.3,7.2,2415.2,75,1.619,1.6,0.7,0.176,17,15,0.531,"Big East","NY",0.472988299668904,4
"13","Alabama",33,40.1,79.5,27.6,62.8,0.44,9.2,29.9,0.309,15,20.6,0.728,12.5,25.5,38,14.7,7.1,4.7,14.5,18.5,0.547,0.513,147.7,34.5,70.1,52.3,53.1,16.7,9.6,11.9,1.3,58.7,107,103,4.1,2450.7,74,1.531,1,0.5,0.239,19,14,0.576,"SEC","AL",0.467040015294666,2
"14","Kentucky",34,40.2,79.4,30.3,62.8,0.483,6.1,17.6,0.347,12.8,17.6,0.726,12.2,26.3,38.6,16.2,6.8,4.2,11.6,14.3,0.559,0.531,155.5,37,76.2,57,53.4,14.1,9.7,11.1,1.3,65.8,112.7,94.4,18.3,2397.4,70.1,1.534,1.4,0.6,0.203,26,8,0.765,"SEC","KY",1.53773120265772,4
"15","Purdue",37,40.4,79.4,27.7,56.6,0.49,8.5,22.2,0.384,15.4,21.6,0.711,10.5,26.8,37.3,16.2,4.6,3.5,11.8,14.5,0.593,0.565,158.5,34.8,77.5,57.7,58.6,15,6.8,9.7,1.4,64.1,116.5,100.5,16,2519.5,67.5,1.586,1.4,0.4,0.272,29,8,0.784,"Big Ten","IN",1.9005765494863,4
"16","Eastern Kentucky",31,40.8,79.3,28.6,68.5,0.417,11.7,33.2,0.353,10.3,14.6,0.706,12,22.9,35,15.7,10.2,3.6,11.6,16.5,0.525,0.503,147.7,29.6,69.4,47.4,54.8,13.3,13.6,10.1,1.2,60,105.9,100.3,5.6,2321.2,73.4,1.548,1.4,0.9,0.151,13,18,0.419,"A-Sun","KY",0.270746630944769,2
"17","Cornell",26,40.2,79.2,28.3,60.6,0.467,9.7,27.7,0.348,13,18.4,0.707,9.6,27.6,37.2,17.3,7.9,2.9,14.2,18.7,0.571,0.546,152.2,27.9,73,51.5,61.2,17,10.6,8.3,1.3,61.5,106.7,100.6,6.1,1929.3,73.9,1.612,1.2,0.6,0.215,15,11,0.577,"Ivy","NY",1.22247213082304,2
"18","Murray State",34,40.2,79.1,28.8,60.5,0.476,8,22.8,0.351,13.6,19.6,0.692,11.7,26.1,37.8,14.7,7.8,3.2,11.4,15.4,0.567,0.542,151.8,35.1,76.1,55.9,51.2,14.1,11.4,9.5,1.3,64,114.3,91.3,22.9,2353.9,69,1.512,1.3,0.7,0.225,31,3,0.912,"OVC","KY",2.27531846506337,4
"19","Virginia Military",32,40.4,79,27.4,59.6,0.459,12.5,32.8,0.381,11.8,14.9,0.792,7.8,27.3,35.2,16,4.8,2.7,11.6,14.9,0.593,0.564,163.3,24,72,49.8,58.3,14.8,6.8,8,1.3,60.9,112.2,105.4,6.8,2254.3,69.7,1.583,1.4,0.4,0.198,16,16,0.5,"SoCon","VA",0.829885362123251,2
"20","Southeastern Louisiana",34,40.1,78.8,26.8,58.3,0.46,8.9,24.9,0.357,16.3,21.5,0.758,8.9,23.1,32,15.3,7.9,3.9,14.3,16,0.575,0.536,157.5,26.6,67.2,47.2,57,17.3,10.7,10,1.4,57.8,106.6,105.2,1.4,2512.8,73.7,1.57,1.1,0.6,0.28,19,15,0.559,"Southland","LA",0.145832659085748,2
"21","Wake Forest",35,40.5,78.5,27.9,57.9,0.483,8.5,24.6,0.344,14.2,19.5,0.73,8.2,27.3,35.5,15.1,6.5,3.9,13.9,16,0.585,0.556,155.7,25.8,74.5,51.9,53.9,17.2,8.9,10,1.4,59.2,107.9,96.3,11.7,2546.9,71.8,1.539,1.1,0.5,0.245,25,10,0.714,"ACC","NC",0.865575068368689,4
"22","Nicholls State",33,40.3,78.5,30.8,65.8,0.469,8.2,24.9,0.327,8.6,13.8,0.625,11.4,25.8,37.2,13.6,8.3,3.9,12.3,18.2,0.542,0.531,142.1,31.4,71,51.1,44,14.5,11.2,10.6,1.2,58.7,106.8,97,9.8,2426,73,1.44,1.1,0.7,0.131,21,12,0.636,"Southland","LA",0.853678499620213,4
"23","Belmont",33,40.2,78.3,29,59.4,0.488,8.5,25.8,0.332,11.7,15.8,0.743,7.4,25.1,32.5,18,9.1,3.9,11.8,13.7,0.585,0.56,156.3,24.2,73.3,50.1,62.2,15,12.7,11,1.3,65.9,109.7,96.2,13.5,2354.3,70.9,1.622,1.5,0.8,0.197,25,8,0.758,"OVC","TN",1.46635179016685,4
"24","Auburn",34,40.4,78.2,27.7,63.7,0.435,8.1,25.4,0.318,14.7,20.1,0.731,12.2,27.1,39.3,14.7,8.4,8,12.1,18.5,0.534,0.499,148.4,33.5,72.3,53.1,53.1,14.2,11.4,21.1,1.2,64.5,107.1,92,15.1,2483.8,72.3,1.531,1.2,0.7,0.231,28,6,0.824,"SEC","AL",1.76376600887881,4
"25","Kansas",40,40.3,78.2,28.6,59.8,0.478,7.2,19.8,0.361,13.9,19.4,0.717,10.4,26.4,36.7,15.3,6.3,4.3,12.1,15.9,0.567,0.538,155.6,32.3,72.9,53.8,53.6,14.9,8.8,10.9,1.3,61.6,110.3,94.8,15.5,2837.5,70.4,1.536,1.3,0.5,0.232,34,6,0.85,"Big 12","KS",1.30574811206239,4
"26","Charleston",32,40.3,78.2,28,63.7,0.439,8.1,23.9,0.339,14.1,19.3,0.73,13.2,25.9,39.1,13.2,8,2.8,15.6,20.6,0.536,0.503,150.9,35.6,76.4,55.1,47.2,17.6,10.5,7.2,1.2,53.4,103.5,101.2,2.3,2417.6,74.9,1.472,0.8,0.5,0.222,17,15,0.531,"CAA","SC",0.354022612184117,2
"27","McNeese State",33,40.9,78.2,28.3,62.8,0.451,6.5,20.6,0.313,15.2,23,0.659,13.5,26.3,39.9,12.7,7.8,3.5,16.3,20.1,0.53,0.502,142.2,36,73.1,54.1,44.8,18.1,10.2,9,1.2,52.3,102.6,101.6,1,2514.7,74.6,1.448,0.8,0.5,0.241,11,22,0.333,"Southland","LA",0.127987805963032,2
"28","Bryant",32,40.3,78,27.5,62.9,0.437,8.3,27.1,0.304,14.8,20.3,0.732,11.6,27.8,39.3,13.9,6.5,4.5,13.9,17,0.538,0.502,147.3,31.7,69.4,51.4,50.5,16.1,8.7,10.1,1.2,57.6,104.8,98.5,6.3,2383,73.9,1.505,1,0.5,0.236,22,10,0.688,"NEC","RI",0.324281190312924,4
"29","Northern Colorado",38,40.3,77.9,27.6,58.1,0.475,10.2,26.8,0.381,12.5,17.6,0.709,7.3,25.8,33.1,12.3,4,2.9,12.4,17.2,0.586,0.563,156.5,22.9,76.8,50.5,44.5,15.7,5.5,7.1,1.3,52.1,108.7,107.3,1.4,2725.9,71.1,1.445,1,0.3,0.215,22,16,0.579,"Big Sky","CO",-0.10994356900654,2
"30","Hofstra",32,40.3,77.9,29,62.6,0.463,9.5,28,0.34,10.4,13.1,0.797,7.7,24.6,32.3,15.5,8,2.7,10.3,14.9,0.566,0.539,160,22.7,73.7,48,53.3,13,11.1,8,1.2,60.1,109,102,7,2288.3,71,1.533,1.5,0.8,0.166,21,11,0.656,"CAA","NY",0.704971390264231,2
"31","Western Illinois",32,40.6,77.9,27.8,64,0.434,8.7,26.2,0.331,13.7,19.3,0.708,11,26.2,37.3,11.4,6.2,2.5,11.4,17.4,0.532,0.502,147.3,28.7,78.6,51.9,41.1,13.5,8.4,6.3,1.2,52.5,105.6,104.6,1,2361,72.7,1.411,1,0.5,0.214,16,16,0.5,"Summit","IL",0.12798780596303,2
"32","North Carolina",39,40.3,77.9,27.6,61.8,0.447,8.4,23.5,0.358,14.3,18.7,0.764,10.6,29.1,39.7,14.9,5.2,3.9,11.7,14.5,0.551,0.515,156.9,30.9,79.8,56,54.1,14.2,7.2,9.7,1.3,61.6,108.5,99.3,9.2,2800.8,71.2,1.541,1.3,0.4,0.232,29,10,0.744,"ACC","NC",0.978592471479237,4
"33","Southern Utah",35,40.6,77.7,27.5,59.7,0.461,8.3,24.3,0.343,14.4,20.2,0.714,9.1,26.7,35.8,12.1,6.1,2.5,12.6,17,0.561,0.531,151.8,27.2,79,53.2,43.9,15.4,8.4,6.9,1.3,53.2,107.2,100,7.2,2538.4,71.5,1.439,1,0.5,0.241,23,12,0.657,"Big Sky","UT",0.4729882996689,4
"34","Florida Gulf Coast",34,40.9,77.7,27.8,61.2,0.454,10.2,29.1,0.35,11.9,17.7,0.676,10.6,26.6,37.2,15.7,6.7,4.8,13.4,14.8,0.558,0.537,147.9,30.7,72.9,52.3,56.6,16.2,9.2,12.3,1.3,60.8,107.5,101.9,5.5,2457.8,70.7,1.566,1.2,0.5,0.195,22,12,0.647,"A-Sun","FL",0.681178252767271,2
"35","Furman",34,40.8,77.6,27.8,59.9,0.464,11.8,31,0.38,10.3,13.6,0.757,8.9,23.2,32.1,17.4,8.3,3.5,10.5,14.6,0.585,0.562,160.1,27.4,72.4,49.8,62.5,13.7,12.2,9.7,1.3,63.9,114.3,101.2,13.2,2309.4,66.6,1.625,1.7,0.8,0.171,22,12,0.647,"SoCon","SC",1.71617973388489,4
"36","Syracuse",33,40.7,77.4,27.7,61.5,0.451,9.1,24.1,0.378,12.8,17.4,0.737,10,24.6,34.7,14.6,7,3.8,10.7,14.2,0.555,0.525,156.6,28.8,67.9,48.7,52.7,13.3,10,11.6,1.3,59.7,110.1,106.8,3.3,2319.7,69.1,1.527,1.4,0.7,0.208,16,17,0.485,"ACC","NY",0.841781930871735,2
"37","San Francisco",34,40.1,77.4,27.8,60.7,0.457,9.6,27.5,0.35,12.2,17.6,0.694,10.1,26.6,36.7,13,7.7,4.6,12.7,18.1,0.56,0.537,150.1,29.3,77.2,53.3,46.9,15.6,10.7,11.6,1.3,58.7,107.9,94.5,13.4,2437.2,71.5,1.469,1,0.6,0.201,24,10,0.706,"WCC","CA",1.43066208392141,4
"38","Missouri State",34,40.2,77.3,28.1,58.2,0.482,8.3,22.2,0.374,12.9,16.1,0.797,7.9,26.4,34.3,12.1,5.3,3.3,10.6,15.4,0.587,0.553,165.4,25.2,76.9,52.2,43.3,13.8,7.7,9.2,1.3,57.4,112.3,100.1,12.2,2339.5,68.4,1.433,1.1,0.5,0.221,23,11,0.676,"MVC","MO",1.30574811206238,4
"39","Santa Clara",33,40,77.3,28.8,59.4,0.484,7.2,19.1,0.378,12.5,16.4,0.762,7.2,27.2,34.4,15.1,6,3.8,11.5,15,0.575,0.545,162.4,22.7,74.5,50.5,52.5,14.7,8.2,8.8,1.3,59.9,107.3,99.8,7.4,2376.7,71.9,1.525,1.3,0.5,0.21,21,12,0.636,"WCC","CA",0.716867959012708,4
"40","New Orleans",32,40.3,77.2,27.8,59.7,0.466,4.1,13.4,0.308,17.4,23.8,0.731,8.9,26.5,35.4,13,7.9,2.8,14.3,18.8,0.544,0.501,150.5,26.2,70.5,49.5,46.7,16.8,10.5,7.3,1.3,51.9,101.4,97.9,3.4,2435,75.5,1.467,0.9,0.6,0.292,18,14,0.563,"Southland","LA",-0.00287445027023431,3
"41","Baylor",34,40.2,77,28.3,61.3,0.462,8.1,23.5,0.343,12.4,17.8,0.697,12.3,23.8,36.1,15.9,8.8,3.4,12.4,16.1,0.553,0.528,150.2,36.1,71.7,53.7,56.3,15.1,12.6,9.7,1.3,61.9,110.6,92,18.6,2367.1,69.2,1.563,1.3,0.7,0.202,27,7,0.794,"Big 12","TX",1.5496277714062,4
"42","Citadel",31,40.8,76.8,27,60.8,0.445,10.7,30.3,0.354,12,17.9,0.672,8.9,27.4,36.3,16.1,4.7,3.6,12.2,15.3,0.554,0.533,147.1,24.8,72.5,49.2,59.7,15,6.4,9.1,1.3,57.4,105.5,105.6,0,2256.6,71.4,1.597,1.3,0.4,0.198,13,18,0.419,"SoCon","SC",-0.103995284632297,2
"43","Eastern Washington",34,40.3,76.8,26.6,58.7,0.454,8.9,25.1,0.352,14.7,19.5,0.753,8.5,26.7,35.1,15.7,5.5,2.7,13.3,18.6,0.565,0.529,155.9,25.7,75.7,51.5,59.1,16.3,7.6,7.7,1.3,54.9,105.6,102.6,3,2472.8,72.1,1.591,1.2,0.4,0.251,18,16,0.529,"Big Sky","WA",0.181522365331177,2
"44","Abilene Christian",36,40.6,76.7,26.3,60,0.438,6.9,21.5,0.32,17.3,22.9,0.754,9.9,21.3,31.2,14.9,10.9,1.9,12.6,22.2,0.541,0.495,151.2,28.4,71.7,48.4,56.9,15.1,14.8,6.3,1.3,52.3,104.4,92,12.4,2644.9,72.5,1.569,1.2,0.9,0.288,25,11,0.694,"WAC","TX",0.853678499620211,3
"45","Texas A&M-CC",35,40.1,76.6,26.9,60.9,0.443,6.4,19,0.336,16.3,22.2,0.737,12,25,37,15.1,8.5,1.8,14,20.3,0.537,0.495,151.6,34,73.1,53.2,56,16.4,11.6,5.6,1.3,54.4,104.6,95.7,8.9,2564.8,73,1.56,1.1,0.6,0.269,23,12,0.657,"Southland","TX",0.752557665258143,3
"46","Montana State",35,40.4,76.5,26.4,55.8,0.473,7.7,20.8,0.368,16.1,21.4,0.754,8.3,25.9,34.2,13.2,5.2,3.7,12.9,18.3,0.58,0.541,159.5,27.1,78.4,53.7,50.1,16.3,7.3,10.1,1.4,54,108,97.8,10.2,2479.6,70.2,1.501,1,0.4,0.289,27,8,0.771,"Big Sky","MT",0.752557665258146,4
"47","Howard",29,40.2,76.4,26.2,59.6,0.439,8.4,23.6,0.359,15.6,20.9,0.745,9.7,23.6,33.3,14.3,8.4,3.6,14.8,18.1,0.549,0.51,154.3,28.2,67.6,48.1,54.8,17.5,11.3,9.2,1.3,53.6,102.8,93.7,9.1,2155,74,1.548,1,0.6,0.262,16,13,0.552,"MEAC","DC",-0.16347812837469,3
"48","Saint Louis",35,40.4,76.2,27.4,59.7,0.458,6.7,18.3,0.369,14.7,19.3,0.763,11.1,26.2,37.4,14.8,6.4,3.1,12.9,17.9,0.553,0.515,159,33.7,74.5,54.8,54,15.7,9.2,8.4,1.3,56.9,108.3,96.5,11.8,2461.6,69.7,1.54,1.1,0.5,0.246,23,12,0.657,"A-10","MO",0.996437324601949,4
"49","Weber State",33,40.1,76.2,26.6,56,0.475,7.2,21.1,0.339,15.8,21.1,0.749,6.4,25.2,31.6,10.6,7.7,2.5,11.6,15.4,0.577,0.539,156.3,20.5,75.5,48.8,40,15,10.7,7.1,1.4,52.9,106.7,98.4,8.2,2356.2,71.2,1.4,0.9,0.7,0.282,21,12,0.636,"Big Sky","UT",0.931006196485322,4
"50","Arkansas",37,40.2,75.9,26.3,60.6,0.434,6.3,20.7,0.304,17.1,22.5,0.76,10.3,26.3,36.6,13.8,7.6,4.1,12.2,16.9,0.533,0.486,149.7,28.9,75.4,52,52.7,14.6,10.4,11.7,1.3,56.7,104.1,93.6,10.5,2699.6,72.5,1.527,1.1,0.6,0.282,28,9,0.757,"SEC","AR",0.657385115270317,3
"51","Wright State",36,40,75.8,27.4,59.4,0.461,6.5,19.4,0.333,14.5,18.9,0.768,9.7,23.8,33.4,14.1,5.9,3,12.2,14.5,0.554,0.516,156.2,29.8,71.3,50.8,51.3,15.2,8.4,7.6,1.3,55.1,107.2,101.5,5.7,2545.9,70.8,1.513,1.2,0.5,0.244,22,14,0.611,"Horizon","OH",-0.127788422129256,2
"52","Longwood",33,40.3,75.7,26.5,58.5,0.452,8.2,21.6,0.378,14.7,20.2,0.726,11.3,24.1,35.4,14.1,7.8,2.4,12.1,15.4,0.556,0.521,155.5,33.7,76.8,54.5,53.2,15.1,11.4,7.7,1.3,57.7,110.2,95.7,14.5,2268.6,68.3,1.532,1.2,0.6,0.251,26,7,0.788,"Big South","VA",1.39497237767598,4
"53","Massachusetts",32,40.5,75.7,25.7,59.4,0.433,9.5,25.6,0.371,14.8,19.5,0.758,9.8,22.7,32.5,13.7,6.5,2.6,11.6,17.1,0.551,0.513,156.2,28.5,70.6,48.8,53.1,14.4,9.2,6.8,1.3,52.7,107.3,110.7,-3.4,2256.8,69.7,1.531,1.2,0.6,0.248,15,17,0.469,"A-10","MA",0.116091237214554,2
"54","Colgate",35,40.1,75.6,27.5,58.1,0.474,9.9,24.5,0.404,10.6,15.2,0.697,8.4,26.6,35,17.1,6.1,3.6,11.3,14.5,0.579,0.559,157.6,26.1,75.3,51.8,62,14.8,9,9.3,1.3,62.8,110.7,98.3,12.4,2389.8,68.2,1.62,1.5,0.5,0.182,23,12,0.657,"Patriot","NY",1.37117924017902,4
"55","Southeast Missouri State",32,40.1,75.6,25.6,58.4,0.438,8.8,25.4,0.345,15.7,21.4,0.732,8.8,24,32.8,13.8,6.4,2.7,13.2,20.3,0.551,0.513,151.5,25.4,71.3,48.1,54.2,16.1,8.7,7.3,1.3,49.9,103.4,105.7,-2.4,2338.7,72.9,1.542,1,0.5,0.268,14,18,0.438,"OVC","MO",-0.228909256491319,2
"56","Houston Christian",29,40.7,75.5,26.3,59,0.445,6.9,21.4,0.322,16.1,22.6,0.711,10.8,24.3,35,13.4,7.9,2.6,15.1,19,0.542,0.504,147.9,31.1,75.4,52.5,51.2,17.8,10.7,6.9,1.3,50.2,102.1,103.5,-1.4,2145.4,72.7,1.512,0.9,0.5,0.272,11,18,0.379,"Southland","TX",-0.044512440889905,2
"57","Davidson",34,40.1,75.5,26.7,55.5,0.481,8.9,22.9,0.387,13.2,17.6,0.754,7.1,26.3,33.3,14.6,4.6,2.6,9.8,14.8,0.591,0.561,162.2,23.6,79.2,52.8,54.8,13.3,6.9,8.2,1.4,58.5,113,98.8,14.2,2271,66.6,1.548,1.5,0.5,0.238,27,7,0.794,"A-10","NC",1.41876551517293,4
"58","Western Kentucky",32,40,75.4,27.5,58.9,0.467,7.7,21.7,0.354,12.7,17.8,0.714,8,26.1,34,13.9,8.5,5.9,12.1,11.3,0.56,0.533,153.5,24.2,71.2,48.9,50.5,15.3,11.8,16.9,1.3,62.7,105.4,96.7,8.7,2289.4,71.6,1.505,1.1,0.7,0.215,19,13,0.594,"C-USA","KY",0.996437324601954,4
